Description,Type,location,City,price,bedroom,bathroom,floor_area
Condo Sharing - Female Tenant - Cambridge Village,Condo,Cambridge Village, Pasig,4500,2,1,30
For Lease 2 Bedroom Apartment In Kapitolyo Pasig,Apartment,Kapitolyo, Pasig,28000,2,1,40
Bed Space for Rent at Sheridan South Tower,Bedspace,Kapitolyo, Pasig,5300,2,1,40
For Rent 2 bedroom Unit at Kapitolyo Pasig,Room,Kapitolyo, Pasig,30000,2,1,40
2BR Apartment w parking in Greenpark Pasig nr Eastwood C5 Quezon City or Ortigas,Apartment,Manggahan, Pasig,18500,2,1,50
Bedspace for Female in Cambridge Village/Condo near Ortigas Ave,Bedspace,Cambridge Village, Pasig,3500,2,1,50
"Open for viewing everyday 8AM-5PM: 2BR Flat in San Joaquin, Pasig",Flat,San Joaquin, Pasig,12000,2,1,0
Kapitolyo Room for Rent for Ladies,Room,Kapitolyo, Pasig,5500,1,2,0
Bedspacer @ The Pearl Place Condo Pasig City Ortigas Center CBD area,Bedspace,San Antonio, Pasig,7950,2,2,48
Bedspacer @ The Pearl Place Condo Pasig City Ortigas Center CBD area,Bedspace,San Antonio, Pasig,7950,2,2,48
For Rent Condo Sharing (Bedspacers) for Females in Ortigas Center in Pasig,Bedspace,San Antonio, Pasig,4500,2,2,60
"Ortigas Condo share (bedspace), a place like Home",Bedspace,Ortigas CBD, Pasig,5000,2,2,90
Ortigas Bedspace Condoshare Dorm Condosharing Apartment Room Rent Condo share,Apartment,Ortigas CBD, Pasig,3500,2,2,100
2 Bedrooms Apartment in Ortigas,Apartment,Ortigas Avenue, Pasig,85000,2,2,160
"Valle Verde 6, Semi Furnished 3BR Apartment",Apartment,Valle Verde 6, Pasig,60000,3,2,145
"For Rent Valle Verde 6, Semi Furnished 3BR Apartment  / Low-rise in Ugong, Pasig",Apartment,Ugong, Pasig,70000,3,2,145
Room for rent at Villa Cuana Phase 1,Room,Pinagbuhatan, Pasig,2500,4,2,25
Bedspace Ortigas Pasig for Rent Dorm Boaring house bed spacer near Mandaluyong,Bedspace,San Antonio, Pasig,3700,4,2,160
"For Rent New Bedspace for as low as 3,600 in Kapitolyo Pasig City",Bedspace,Kapitolyo, Pasig,3600,8,4,0
"Cozy ROOMS and BEDSPACES for LADIES Available for Rent in Ugong, Pasig",Bedspace,Ugong, Pasig,2150,8,5,0
Bedspace/Room for Rent Ladies Only in Ugong Pasig City,Bedspace,Ugong, Pasig,2150,8,5,0
"For Lease Rooms in  K1 Kapitolyo, Pasig City",Room,Kapitolyo, Pasig,8500,15,7,0
Ladies Dorm Bedspace Ortigas Galleria Shaw Tiendesitas Eastwood Pasig,Bedspace,Rosario, Pasig,2100,15,11,350
"For Lease Whole Building Kapitolyo, Pasig City P 850,000 per month",Building,Kapitolyo, Pasig,850000,15,15,940
6 pax New Dormitory Bedspace in Pasig City near BGC Ortigas,Bedspace,Bagong Ilog, Pasig,3400,1,27,440
6 pax New Dormitory Bedspace in Pasig City near BGC Ortigas,Bedspace,Bagong Ilog, Pasig,3400,1,27,440
"2 pax New Dormitory Bedspace in Pasig City near BGC, Ortigas",Bedspace,Bagong Ilog, Pasig,6000,1,38,0
"4 pax New Dormitory Bedspace in Pasig City near BDC, ortigas",Bedspace,Bagong Ilog, Pasig,4500,1,38,0
For Rent Studio Type in Pasig - 22 sq. m.,Apartment,San Antonio, Pasig,11000,1,0,22
1 Bed Room Apartment for rent in pasig - 25 sq. m.,Apartment,San Antonio, Pasig,13500,1,0,25
"Exclusive Bedspace Unit for Ladies in Pasig, Maybunga - Unit 32",Bedspace,Maybunga, Pasig,2500,1,0,0
Bedspace for GIRLS only! 2900 all IN per month. Pasig - Ortigas,Bedspace,Pineda, Pasig,2900,1,0,0
"Studio For Rent at Pasig, Metro Manila",Apartment,Ortigas CBD, Pasig,4000,1,0,0
Worker Staff House For Rent in Pasig with 16 Rooms,Room,Kapitolyo, Pasig,68000,16,0,0
Whole 5 Storey Apartment in Kapitolyo Pasig for rent lease,Apartment,Kapitolyo, Pasig,1000000,22,0,0
"New 1BR apartment units for rent (near BGC, Ortigas, and Makati)",Apartment,Santo Rosario-Kanluran, Pateros,9500,1,1,25
"Ladies Bedspace for rent in Central, Quezon City, Metro Manila",Bedspace,Central, Quezon City,2000,1,1,4
Capsule Room for Rent Budget Bedspace With Privacy in Quezon City near Sm North,Bedspace,Veterans Village, Quezon City,2000,1,1,5
Capsule Room for Rent Budget Bedspace With Privacy in Quezon City near Sm North,Bedspace,Veterans Village, Quezon City,2000,1,1,5
"QC Room for Rent near GMA7, Timog, East Ave., V Luna and West Kamias",Room,Pinyahan, Quezon City,6000,1,1,9
"3,500 - Studio Type Room for Two for rent",Room,Batasan Hills, Quezon City,3500,1,1,10
"Room for Ladies Only at Bahay Toro, Quezon City",Room,Bahay Toro, Quezon City,8500,1,1,10
Room for rent in Quezon City,Room,Tandang Sora, Quezon City,5000,1,1,12
"Room for Rent in West Kamias, Quezon City",Room,West Kamias, Quezon City,4000,1,1,12
1 room for rent,Room,Veterans Village, Quezon City,5000,1,1,12
Room for rent near Banawe & Cordillera St.(E. Rod. side),Room,Aurora, Quezon City,5000,1,1,12
"Room for Rent (for ladies) near U.P. Diliman and Teacher's Village, QC",Room,Krus Na Ligas, Quezon City,5500,1,1,12
"Room For Rent in Tandang Sora, Quezon City near Trinoma, SM North Edsa",Room,Tandang Sora, Quezon City,5000,1,1,12
"Studio Unit Project 7, Quezon City Near Back of Waltermart North Edsa for rent",Apartment,Project 7, Quezon City,5500,1,1,14
Mini studio with loft for rent,Apartment,Commonwealth, Quezon City,5000,1,1,14
"Room for Rent in Krus na Ligas, Quezon City",Room,Krus Na Ligas, Quezon City,5000,1,1,14
"Studio Room For Rent - Project 7, QC Across SM Annex North Edsa",Room,Veterans Village, Quezon City,6000,1,1,14
"Studio Room For Rent - Project 7, QC Across SM Annex North Edsa",Room,Veterans Village, Quezon City,6000,1,1,14
Lady bedspacer at quezon avenue quezon city,Bedspace,Santa Cruz, Quezon City,2800,1,1,15
Room for Rent near Delmonte-Roosevelt-Frisco,Room,Del Monte, Quezon City,6000,1,1,15
"One (1) Bed Room Unit in batasan hills, quezon city",Room,Batasan Hills, Quezon City,5000,1,1,15
"4,000 - Cozy Studio Type Room for Rent with Own CR and Sink",Room,Batasan Hills, Quezon City,4000,1,1,15
"For Rent 17 sq. m. Boarding House near SM Fairview Fairview, Quezon City",House,Novaliches, Quezon City,6000,1,1,15
Brand new studio unit in Project 4 walking distance to QMMC HOSP,Apartment,Marilag, Quezon City,10500,1,1,16
Studio Type Room for Rent near Roosevelt-Delmonte-Munoz-Frisco-Fishermall,Room,Del Monte, Quezon City,6000,1,1,17
Studio-Type Apartment for Rent near FEU-NRMF,Apartment,Fairview, Quezon City,8000,1,1,17
Room for Rent for Ladies Only,Room,Amihan, Quezon City,6000,1,1,17
frisco quezon city studio type apartment for rent,Apartment,San Antonio, Quezon City,7500,1,1,17
"Studio type Room for rent near Frisco, Roosevelt, Munoz",Room,Del Monte, Quezon City,6000,1,1,18
Studio Apartment for Lease (perfect for students and professionals),Apartment,Loyola Heights, Quezon City,25000,1,1,18
Studio Type Apt unit for rent at 80 Road 13 Residences Bagong PagAsa Quezon City,Apartment,Bagong Pag-Asa, Quezon City,8500,1,1,18
"Studio For Rent in Masikap, QC. Near VLuna Kalayaan EastAve PHC EAMC",Apartment,Pinyahan, Quezon City,9500,1,1,18
Studio Type Room near Visayas Ave,Room,Culiat, Quezon City,4000,1,1,18
"Male Bedspace Condo Sharing Mplace Near Eton Centris, ABSCBN Quezon Ave",Bedspace,Diliman, Quezon City,4500,1,1,18
Studio-typed Apartment w/ 1 Room and T&B. in A very accessible subdivision in QC,Apartment,Sauyo, Quezon City,5000,1,1,18
Studio Apartment for Rent nr Eastwood and Cubao (O-FCPV-JP-002) in Quezon City,Apartment,Bayanihan, Quezon City,8000,1,1,18
"Frisco near Fisher Mall- Studio Unit w/ kitchen, toilet/bath, parking space",Apartment,Mariblo, Quezon City,6500,1,1,19
"Studio Type and 1 Bedroom Apartment For Rent in Del Monte, Quezon City",Apartment,Del Monte, Quezon City,8500,1,1,19
"Studio Room Congressional/Shorthorn Near LRT, MRT, SM, Trinoma",Room,Congressional Avenue, Quezon City,5500,1,1,20
Newly Renovated Studio Apartment in QC,Apartment,Diliman, Quezon City,13000,1,1,20
studio 3 room apartment for rent in scout fuentabella Brgy Laging Handa QC,Apartment,Laging Handa, Quezon City,8500,1,1,20
studio 4 room apartment for rent in scout fuentabella qc,Apartment,Laging Handa, Quezon City,8500,1,1,20
Dormtel for Rent in Quezon City Near Sm North EDSA-Phase 1 Door 4,Dormtel,Bungad, Quezon City,2500,1,1,20
"For rent Studio Type Room near Visayas Avenue, Culiat, Quezon City",Room,Culiat, Quezon City,4500,1,1,20
"Studio Type Apartment unit for rent in Bagong Pag-asa, Quezon City",Apartment,Bagong Pag-Asa, Quezon City,9000,1,1,20
Bedspace room for rent Quezon City Commonwealth QC Ever Cirlce,Bedspace,Commonwealth, Quezon City,1900,1,1,20
Furnished Studio for Lease in Prima Residences,Apartment,Tatalon, Quezon City,15000,1,1,20
Studio room Quezon City near LRT Roosevelt Edsa Munoz,Room,Congressional Avenue, Quezon City,6000,1,1,20
"Room for Rent in Teachers Village, Quezon City",Room,Teachers Village West, Quezon City,8000,1,1,20
Ladies Dorm Room For Rent New And Furnished Beside UP Town Center,Room,Pansol, Quezon City,2000,1,1,20
Studio Type Room Apartment In Scout Fuentabella,Apartment,Laging Handa, Quezon City,8500,1,1,20
"Rent: Fully furnished brand new studio type ,with kitchenette and cr with heater",Apartment,San Bartolome, Quezon City,6000,1,1,20
studio 2 room apartment for rent in scout fuentabella Brgy Laging Handa QC,Apartment,Laging Handa, Quezon City,8500,1,1,20
"Studio type for Rent @ U.P. Village, For single occupancy...",Apartment,Diliman, Quezon City,12000,1,1,20
"Fully furnished Condo Sharing for rent in Batasan Hills, Quezon City",Condo,Batasan Hills, Quezon City,6000,1,1,21
"1 Bedroom Studio Type Apartmetn for Rent in Del Monte, Quezon City",Room,Del Monte, Quezon City,9000,1,1,22
1 studio-type apartment near visayas ave,Apartment,Culiat, Quezon City,12000,1,1,22
Spacious Studio for Rent in Krus na Ligas,Apartment,Krus Na Ligas, Quezon City,8000,1,1,22
For Rent: 22 sqm. Studio Type Apartment in Quezon City,Apartment,Quirino 3-A, Quezon City,9000,1,1,22
Residenciale Boutique Apartments,Apartment,Central, Quezon City,15000,1,1,23
Luxury Student Dormitory in Katipunan near ADMU and UP Diliman,Dormitory,Loyola Heights, Quezon City,7500,1,1,23
"For Rent Apartment in Del Monte, Quezon City with 1 Bedroom Studio Type Unit",Apartment,Del Monte, Quezon City,10000,1,1,23
"Studio Type Apartment with 1 Bedroom For Rent in Del Monte, Quezon City",Apartment,Del Monte, Quezon City,10000,1,1,23
"Apartment with 1 Bedroom Studio Type in Del Monte, Quezon City for Rent",Apartment,Del Monte, Quezon City,10000,1,1,24
Studio Condo for Rent near SM Fairview Novaliches Quezon City,Apartment,Kaligayahan, Quezon City,6000,1,1,24
"For Rent Apartment in Del Monte, Quezon City with 1 Bedroom Studio Type",Apartment,Del Monte, Quezon City,10000,1,1,24
"Aparment in Del Monte, Quezon City for Rent with 1 Bedroom Studio Type",Room,Del Monte, Quezon City,9500,1,1,24
Studio Type Apartment for Rent in Novaliches Quezon City,Apartment,San Agustin, Quezon City,4000,1,1,24
"For Rent Studio Type Apartment with 1 Bedroom in Del Monte, Quezon City",Apartment,Del Monte, Quezon City,10000,1,1,24
"Apartment for Rent with 1 Bedroom Studio Type in Del Monte, Quezon City",Apartment,Del Monte, Quezon City,10000,1,1,24
"1 Bedroom Studio Type Apartment in Del Monte, Quezon City for Rent",Apartment,Del Monte, Quezon City,10000,1,1,24
"1 Bedroom Apartment unit for Rent in Sacred Heart, Quezon City",Apartment,Sacred Heart, Quezon City,10000,1,1,24
Mini Apartment in Cubao,Apartment,Cubao, Quezon City,12000,1,1,24
Apartment for Rent at Robbinsdale,Apartment,Doña Imelda, Quezon City,25000,1,1,24
Studio Condo for Rent near SM Fairview Novaliches Quezon City,Apartment,Kaligayahan, Quezon City,6000,1,1,24
For rent 1 Bedroom Apartment located Between E. rodriguez and Edsa Cubao,Apartment,Pinagkaisahan, Quezon City,11500,1,1,25
"Leasing-001: Apartment Rooms for Rent at Quezon City, Metro Manila",Apartment,Batasan Hills, Quezon City,8000,1,1,25
Male Bed Space at MPlace Condo Sharing ABS CBN Centris Q.C,Condo,South Triangle, Quezon City,4500,1,1,25
Studio Unit near Anonas LRT station For Rent in Quezon City,Apartment,Quirino 2-A, Quezon City,10000,1,1,25
Market Place Room for Rent in Cubao,Room,Kaunlaran, Quezon City,4300,1,1,25
1 Bedroom Apartment for rent,Apartment,Pinagkaisahan, Quezon City,11500,1,1,25
"Apartment in Quezon City Del Monte, For Rent with 1 Bedroom Studio Type",Apartment,Del Monte, Quezon City,10400,1,1,25
Studio Type Apartment in Fairmont Park Subdivision,Apartment,Fairview, Quezon City,5000,1,1,25
Room for Rent in Teachers Village,Room,Diliman, Quezon City,7300,1,1,25
"Spacious Room with CR for Rent in Kamuning, Quezon City, Metro Manila",Room,Kamuning, Quezon City,4500,1,1,25
1 Bedroom Loft for Rent in QC,Room,Sikatuna Village, Quezon City,15000,1,1,25
1 bedroom apartment for rent in Corumi St Masambong Quezon City,Apartment,Masambong, Quezon City,10000,1,1,25
Jrich La Rossa Apartment For Rent in Quezon City,Apartment,Diliman, Quezon City,25000,1,1,25
"Apartment Studio Type with 1 Bedroom for Rent in Del Monte, Quezon City",Apartment,Del Monte, Quezon City,10400,1,1,26
"1 Bedroom Apartment at 15 Albany Cubao, Quezon City",Apartment,Silangan, Quezon City,9700,1,1,27
Cubao 1 Bedroom Apartment For Rent,Apartment,Cubao, Quezon City,17000,1,1,27
For Rent Studio unit in Pine Crest Aurora Boulevard corner Balete Drive,Apartment,Horseshoe, Quezon City,15000,1,1,28
1 Queen sized-bed w/ walk in closet and bathroom,Room,Laging Handa, Quezon City,30000,1,1,28
Apartment for Rent in Sta. Mesa Heights,Apartment,N.S. Amoranto, Quezon City,11000,1,1,28
"Studio for Rent: Masikap Quezon City near V. Luna East Ave., Kalayaan PHC EAMC",Apartment,Pinyahan, Quezon City,11500,1,1,28
Studio Type and 1 Bedroom Units for Rent,Room,Don Manuel, Quezon City,10000,1,1,30
"2 BR Apartment in Brgy. Talipapa, QC for rent",Apartment,Talipapa, Quezon City,7000,1,1,30
"Studio Apartment for rent at Northview 2, Batasan Hills, Quezon City",Apartment,Batasan Hills, Quezon City,9000,1,1,30
Condo Share or Bedspace for Female in Araneta City Cubao near MRT & LRT Stations,Bedspace,Cubao, Quezon City,5000,1,1,30
"Solo Room For Rent in Holy Spirit,  Luzon Avenue Quezon City",Room,Holy Spirit, Quezon City,4000,1,1,30
Semi-Furnished Studio Type For Rent,Apartment,Culiat, Quezon City,6000,1,1,30
"Apartment 1 bedroom, bare for rent in cubao quezon city",Apartment,Cubao, Quezon City,13000,1,1,30
apartment for rent 1 bedroom 1 bathroom,Apartment,Damayan, Quezon City,14000,1,1,30
Ladies Bedsheet for Rent Mplace Condo 6K,Condo,South Triangle, Quezon City,6000,1,1,30
Ladies Bedspace (Aircon) Two Bedspaces Available,Bedspace,West Triangle, Quezon City,2500,1,1,30
"Apartment 1 Bedroom unit, Bare for Rent in Cubao, Quezon City",Apartment,Cubao, Quezon City,13000,1,1,30
"1 Bedroom Unit w/ available parking space, flood free in proj 8, sangandaan, qc",Room,Sangandaan, Quezon City,10000,1,1,30
"Lady Bedspace in Boarding House for Rent, QC",Bedspace,Project 4, Quezon City,4000,1,1,30
17.5 sqm Furnished Studio at Northview 2 Q.C - Free Furnishing,Apartment,Batasan Hills, Quezon City,10800,1,1,30
1 bedrooom condominium-style room,Room,Socorro, Quezon City,11000,1,1,30
For Rent Condo Sharing Mplace at South Triangle Quezon City near ABS CBN,Condo,South Triangle, Quezon City,5000,1,1,30
1 Bedroom 30 sqm Apartment For Rent,Apartment,Veterans Village, Quezon City,12000,1,1,30
1 Bedroom 30 sqm Apartment For Rent,Apartment,Veterans Village, Quezon City,12000,1,1,30
"Studio type Apartment for rent at Sacred Heart, Quezon City",Apartment,Sacred Heart, Quezon City,14000,1,1,31
Room for rent in Fairview,Room,Sauyo, Quezon City,4700,1,1,32
For Rent Apartment in Apocar Subdivision,Apartment,Novaliches, Quezon City,7000,1,1,32
apartment for rent near sm north,Apartment,Alicia, Quezon City,10000,1,1,33
Apartment for rent Studio Type,Apartment,Central, Quezon City,12300,1,1,34
For Rent: 1-Bedroom Apartment in Quezon City,Apartment,Doña Imelda, Quezon City,8000,1,1,35
Apartment Condo for Rent at Cubao Quezon City,Apartment,Immaculate Concepcion, Quezon City,9000,1,1,35
Liberty Condo-Style Apartment for Rent Females Only,Apartment,Socorro, Quezon City,18000,1,1,35
"For Rent: Project 4, QC. 1Br on 2nd Floor, near QMMC PTuazon C5 Cubao Eastwood House",House,Milagrosa, Quezon City,14500,1,1,36
Lady Bedspace Eastwood libis condo sharing,Bedspace,Bagumbayan, Quezon City,3800,1,1,38
"For Rent 1 Bedroom Studio Type Apartment in Del Monte, Quezon City",Apartment,Del Monte, Quezon City,12800,1,1,40
Apartment Unit for Rent at The Hanseng Place near UERM,Apartment,Doña Imelda, Quezon City,11000,1,1,40
"Apartment unit for Rent at 784 Tandang Sora, Old Balara, Quezon City",Apartment,Matandang Balara, Quezon City,5000,1,1,40
1 bedroom apartment unit for rent in scout Fuentabella Quezon city,Apartment,Laging Handa, Quezon City,13500,1,1,40
"Studio room  in 48 Villa Rebecca Townhomes, Banlat, Quezon City for rent",Room,Tandang Sora, Quezon City,7500,1,1,45
"apartment Studio unit for rent in Villa Rebecca Townhomes, Banlat, Quezon City",Apartment,Tandang Sora, Quezon City,7000,1,1,45
New Manila-QC Cozy Starter House,House,Mariana, Quezon City,15000,1,1,45
"4 Bedspace - P30,000/Month - Residence at Commonwealth by Century",Bedspace,Batasan Hills, Quezon City,30000,1,1,48
Rook for Rent 1 Bedroom Apartment at Commonwealth Quezon City,Apartment,Batasan Hills, Quezon City,25000,1,1,49
Apartment for rent at Villa Rebecca Townhomes 3,Apartment,Tandang Sora, Quezon City,7500,1,1,50
"apartment 1 bedroom, bare for rent in cubao quezon city",Apartment,Cubao, Quezon City,16000,1,1,50
"Apartment 1 Bedroom unit, Bare For Rent in Cubao, Quezon City",Apartment,Cubao, Quezon City,16000,1,1,50
"Apartment For Rent in Barangay Santol, Quezon City",Apartment,Santol, Quezon City,10000,1,1,50
Rooms for overnight stay starts at P 800,Room,Santa Teresita, Quezon City,800,1,1,50
Apartment with 1 bedroom for rent,Apartment,Immaculate Concepcion, Quezon City,17000,1,1,54
Permanent apartment for rent in QC,Apartment,Obrero, Quezon City,15000,1,1,55
Cozy Condo Style Apartment in Alpha Village for rent,Apartment,Matandang Balara, Quezon City,50000,1,1,55
"Apartment unit for Rent GSIS Hills, Talipapa, Quirino Highway, Quezon City",Apartment,Novaliches, Quezon City,6500,1,1,60
"1 br Residential ,Office, storage, space for lease in odelco novaliches QC",Residential,Novaliches, Quezon City,7000,1,1,60
Apartment for Rent in Veterans Village,Apartment,Veterans Village, Quezon City,32500,1,1,70
Apartment for Rent in Veterans Village,Apartment,Veterans Village, Quezon City,32500,1,1,70
New Manila-Quezon City Bricks Loft for Rent,Loft,New Manila, Quezon City,20000,1,1,75
apartment for rent quezon city,Apartment,Ramon Magsaysay, Quezon City,8000,1,1,90
"Katipunan Dormitory Rooms for Rent near Ateneo, UP, Miriam",Room,Loyola Heights, Quezon City,4500,1,1,100
"Room Rental/Bedspace in Cubao, Quezon City",Bedspace,Cubao, Quezon City,4500,1,1,0
Budget Room for Rent for Males and Females in Fairview Quezon City near FEU-NRMF,Room,Fairview, Quezon City,5500,1,1,0
Budget Room for Rent for Males and Females in Fairview Quezon City near FEU-NRMF,Room,Fairview, Quezon City,7500,1,1,0
Transient at Congressional Town Center,Transient,Bahay Toro, Quezon City,1500,1,1,0
Lady Bedspace for Rent in Quezon City,Bedspace,Sikatuna Village, Quezon City,4800,1,1,0
"Bedspace for working ladies, Quezon City",Bedspace,Laging Handa, Quezon City,3500,1,1,0
"Room near UP Technohub for Rent, Q.C",Room,Commonwealth, Quezon City,4000,1,1,0
"Room in 2-Storey Building for Rent, QC",Building,Manresa, Quezon City,8000,1,1,0
Rooms for Rent,Room,Teachers Village West, Quezon City,16000,1,1,0
"Bedspace For Girls in West Triangle, Quezon City",Bedspace,West Triangle, Quezon City,2500,1,1,0
"Studio-type Apartment for rent, Fairview, Quezon City",Apartment,Fairview, Quezon City,5000,1,1,0
LADY BEDSPACER. Upper Deck in New York Mansion,Bedspace,E. Rodriguez, Quezon City,2200,1,1,0
Bedspace for Ladies in Villa Espana Subdivision,Bedspace,Tatalon, Quezon City,2200,1,1,0
"1 Bedroom & 1 T&B for rent at Immaculate Concepcion, Quezon City",Room,Immaculate Concepcion, Quezon City,14000,1,1,0
Room for rent in CUBAO,Room,Socorro, Quezon City,6500,1,1,0
Budget Room for Rent for Males and Females in Fairview Quezon City near FEU-NRMF,Room,Fairview, Quezon City,6000,1,1,0
"Bedspace for Rent in San Francisco del Monte, QC",Bedspace,Del Monte, Quezon City,2750,1,1,0
Room for Rent near Eastwood City!,Room,Bagumbayan, Quezon City,10000,1,1,0
"Bedspace for rent in Novaliches, Quezon City, Metro Manila",Bedspace,Novaliches, Quezon City,2000,1,1,0
Female only Room for Rent V. Luna Pinyahan,Room,Pinyahan, Quezon City,5000,1,1,0
"Bedspace in Zamboanga st., West avenue, Quezon City",Bedspace,West Triangle, Quezon City,2500,1,1,0
Primespot Bedspace (For Girls Only !),Bedspace,West Triangle, Quezon City,2500,1,1,0
"Room for Rent at Santo Cristo, Quezon City",Room,Santo Cristo, Quezon City,5000,1,1,0
Room for Rent (Studio Type),Room,Santo Cristo, Quezon City,5000,1,1,0
Bedspace/Room for rent near UP Diliman and Technohub,Bedspace,Diliman, Quezon City,3500,1,1,0
Spacious Studio Type Apartment w/ Garage can put Business in it,Apartment,Nagkaisang Nayon, Quezon City,4500,1,1,0
Apartment for Rent with 1 Bedroom in Manotok Subdivision,Apartment,Baesa, Quezon City,7500,1,1,0
"For Lease: Fully Furnished Male and Female Dormitory in Prima Residences, Quezon City",Dormitory,Tatalon, Quezon City,4000,1,1,0
Q.C Apartment Building For Lease,Apartment,Bungad, Quezon City,250000,1,1,0
"Bedspace for Ladies near Anonas Station for Rent, QC",Bedspace,Project 3, Quezon City,2700,1,1,0
"Budget Room For Rent for Solo or Couple, Fairview Quezon City, near FEU-NRMF",Room,Fairview, Quezon City,5500,1,1,0
"Ladies Bedspace for Rent near SM North Edsa and Trinoma, QC",Bedspace,Project 6, Quezon City,2300,1,1,0
Room for Rent (Studio Type),Room,Santo Cristo, Quezon City,5000,1,1,0
"2 Bedroom Apartment for Rent in Luzon Ave., Quezon City Philippines",Apartment,Veterans Village, Quezon City,7000,2,1,30
"For Rent Apartment @ St. Dominic 5, Tandang Sora, Quezon City",Apartment,Tandang Sora, Quezon City,18000,2,1,35
"2 Bedroom w/ parking in Sofia Bellevue, 5th flr near UP Diliman, Quezon for rent",Room,Capitol Hills, Quezon City,20000,2,1,36
"Apartment for rent in Lazaro Subd. Damong Maliit Novaliches, Quezon City",Apartment,Nagkaisang Nayon, Quezon City,5000,2,1,40
"Apartment in Cubao, Quezon City for Rent",Apartment,E. Rodriguez, Quezon City,12000,2,1,40
2 Bedrooms with Parking For Rent at North Fairview Park Subd.,Room,Fairview, Quezon City,15000,2,1,40
"Bed spacers room, near Quirino Memorial Hospital and Colleges in QC",Room,Project 4, Quezon City,6000,2,1,40
"2-Story, 2 Bedroom Apartment for Rent",Apartment,Apolonio Samson, Quezon City,15000,2,1,40
"2-Story, 2 Bedroom Apartment for Rent",Apartment,Apolonio Samson, Quezon City,15000,2,1,40
Apartment Studio Type for Rent near Fishermall-Munoz-Frisco,Apartment,Del Monte, Quezon City,15000,2,1,45
Apartment for Rent 2 Bedroom 45sqm - 9K,Apartment,Pasong Tamo, Quezon City,9000,2,1,45
2BR 1TB Apartment walking distance to SM North,Apartment,Bagong Pag-Asa, Quezon City,14000,2,1,46
2 Bedroom 1 T&B Sta. Lucia QC,Room,Santa Lucia, Quezon City,12000,2,1,50
2BR Apartment for Rent Brand New Condo Style Unit in Fairmont Regalado Highway,Apartment,Fairview, Quezon City,12000,2,1,50
For Lease : 1 Bedroom Condo Sharing The Amaryllis New Manila Quezon City,Room,New Manila, Quezon City,12000,2,1,58
"Unfurnished 2 Bedrooms Apartment at Ubay St., Quezon City",Apartment,Sienna, Quezon City,18000,2,1,60
"2 Bedroom Apartment for rent at Pasong Tamo, Quezon City, Metro Manila",Apartment,Pasong Tamo, Quezon City,12000,2,1,60
2-bedroom apartment for rent in proj.7 Quezon City,Apartment,Project 7, Quezon City,15000,2,1,60
2 Bedroom Apartment with Loft for rent,Apartment,Valencia, Quezon City,21000,2,1,70
"For Rent: 2 Bedroom Apartment for Rent at Tandang Sora Avenue, Quezon City",Apartment,Culiat, Quezon City,15000,2,1,70
2 Bedroom Unfurnished at West Triangle Homes,Room,Bayanihan, Quezon City,35000,2,1,77
Kamias Residential Apartment for rent,Apartment,East Kamias, Quezon City,16005,2,1,80
Apartment with Good Parking Near SM & Robinson and Ayala Terraces Fairview,Apartment,Novaliches, Quezon City,13000,2,1,80
"2 bedroom apartment for rent in 40 - 14th Avenue, Murphy Quezon City",Apartment,Socorro, Quezon City,20000,2,1,100
"2 Bedroom Apartment unit for rent in Cubao, Quezon City",Apartment,Cubao, Quezon City,16900,2,1,0
"2 Bedroom Apartment for Rent  in East Kamias, Quezon City, Metro Manila",Apartment,East Kamias, Quezon City,16000,2,1,0
Bed space/Unit sharing for males,Condo,E. Rodriguez, Quezon City,3500,2,1,0
2 Bedroom Apartment For Rent,Apartment,Holy Spirit, Quezon City,12000,2,1,0
fairview apartment rental,Apartment,Fairview, Quezon City,15000,2,1,0
"Female Bedspace for rent in Cubao, Quezon City, Metro Manila",Bedspace,Cubao, Quezon City,3500,2,1,0
Commonwealth QC BedSpace For Rent,Bedspace,San Vicente, Quezon City,2500,2,1,0
Lady Bedspace in Mapang-Akit 16 Quezon city,Bedspace,Pinyahan, Quezon City,2500,3,1,25
Apartment for rent in Quezon City (with parking space),Apartment,Fairview, Quezon City,18000,3,1,35
"Bedspace for Rent for 2 females in Sikatuna BLISS, Quezon City",Bedspace,U.P., Quezon City,3500,3,1,60
3 Bedroom Apartment For Rent in Quezon City,Apartment,Socorro, Quezon City,30000,3,1,100
3 bedroom apartment for rent,Apartment,Santo Niño, Quezon City,15000,3,1,120
Bedroom apartment Near Cubao,Apartment,San Roque, Quezon City,6000,3,1,0
Room for rent in a 3 bedroom townhouse,Room,San Antonio, Quezon City,14000,1,2,12
Room for rent in a 3 bedroom townhouse,Room,San Antonio, Quezon City,14000,1,2,12
Room for rent near Anonas LRT-Station FOR LADIES ONLY,Room,Quirino 2-A, Quezon City,7000,1,2,100
Bedspace for Rent in Pook Palaris inside UP Diliman,Bedspace,Diliman, Quezon City,2700,1,2,0
Female Bedspace for rent,Bedspace,Don Manuel, Quezon City,3300,2,2,25
Aircon Room with WIFI for rent to Lady Bedspacers in Novaliches,Bedspace,Nagkaisang Nayon, Quezon City,1500,2,2,35
Very accessible 2 Bedroom Apartment Located inside a private subdivision,Apartment,Pasong Tamo, Quezon City,12000,2,2,45
Apartment for Rent Cubao Quezon City near LRT2 Cubao Stella Maris College,Apartment,E. Rodriguez, Quezon City,20000,2,2,48
